Noticias,links
Norteamérica tendrá un nuevo motor 2.5 litros con 300 caballos de potencia y el V6 3.3 litros twin turbo tendrá tres caballos más que antes.,https://www.motor.com.co/actualidad/industria/kia-stinger-2021-motores-nuevas-caracteristicas/34778
,https://www.motor.com.co/actualidad/industria/conversion-electrica-rolls-royce-phantom/34771
Rolls-Royce Phantom y su conversión eléctrica hecha por Lunaz,https://www.motor.com.co/actualidad/industria/conversion-electrica-rolls-royce-phantom/34771
"La firma británica se especializa en restaurar autos antiguos, mientras les agrega un toque moderno al ponerlos a rodar con motorizaciones eléctricas.",https://www.motor.com.co/actualidad/industria/conversion-electrica-rolls-royce-phantom/34771
Columna del director,https://www.motor.com.co//columna-del-director/proyecto-liviano-tema-fondo-columna-jose-clopatofsky/34702
,https://www.motor.com.co//columna-del-director/proyecto-liviano-tema-fondo-columna-jose-clopatofsky/34702
Un proyecto liviano para un tema de fondo,https://www.motor.com.co//columna-del-director/proyecto-liviano-tema-fondo-columna-jose-clopatofsky/34702
"En su columna de hoy, José Clopatofsky habla sobre otros puntos del proyecto de ley del senador Barreras que poco estudio de fondo parece haber tenido",https://www.motor.com.co//columna-del-director/proyecto-liviano-tema-fondo-columna-jose-clopatofsky/34702
,https://www.motor.com.co/actualidad/industria/hyundai-palisade-huele-mal/34775
Algo huele mal en Hyundai,https://www.motor.com.co/actualidad/industria/hyundai-palisade-huele-mal/34775
Propietarios del Palisade se han quejado de un olor a “medias sudadas” que no saben por qué o de dónde se origina. Hyundai investiga.,https://www.motor.com.co/actualidad/industria/hyundai-palisade-huele-mal/34775
,https://www.motor.com.co/actualidad/industria/land-rover-defender-tuning-polemico-moderno-retro/34766
Land Rover Defender: tuning entre lo polémico y lo retro,https://www.motor.com.co/actualidad/industria/land-rover-defender-tuning-polemico-moderno-retro/34766
"Modificado por Osprey Custom Cars, este 4x4 de 1997 tiene un nuevo brillo gracias a detalles estéticos pero recibió un motor GM V8 de 5.3L y 326HP.",https://www.motor.com.co/actualidad/industria/land-rover-defender-tuning-polemico-moderno-retro/34766
,https://www.motor.com.co/actualidad/industria/lister-stealth-jaguar-f-pace-666-caballos-potencia/34768
"Lister Stealth, un F-Pace con 666 caballos de potencia",https://www.motor.com.co/actualidad/industria/lister-stealth-jaguar-f-pace-666-caballos-potencia/34768
El preparador inglés revela lo que ellos mismos han llamado como el SUV más potente y rápido del Reino Unido. Fabricarán solo 100 unidades.,https://www.motor.com.co/actualidad/industria/lister-stealth-jaguar-f-pace-666-caballos-potencia/34768
,https://www.motor.com.co/actualidad/lanzamientos/porsche-panamera-2021-lanzamiento/34773
Porsche actualiza el Panamera para el 2021,https://www.motor.com.co/actualidad/lanzamientos/porsche-panamera-2021-lanzamiento/34773
Ligeros cambios de diseño son el abrebocas del nuevo equipamiento e incrementos de potencia que tendrá este modelo.,https://www.motor.com.co/actualidad/lanzamientos/porsche-panamera-2021-lanzamiento/34773
,https://www.motor.com.co/video/audi-rs6-avant-sera-modificada-the-lowdown/34765
Audi RS6 avant se prepara para una nueva modificación,https://www.motor.com.co/video/audi-rs6-avant-sera-modificada-the-lowdown/34765
"Con este video a modo de tráiler, The Lowdown anuncia que se prepara para comenzar sus modificaciones sobre esta poderosa station wagon.",https://www.motor.com.co/video/audi-rs6-avant-sera-modificada-the-lowdown/34765
,https://www.motor.com.co/actualidad/lanzamientos/mercedes-benz-clase-g63-modificado-poseidon-bestia-1-000hp/34762
Mercedes AMG G63 de casi 1.000HP: un hijo de Poseidón,https://www.motor.com.co/actualidad/lanzamientos/mercedes-benz-clase-g63-modificado-poseidon-bestia-1-000hp/34762
El poderoso 4x4 cuenta con un motor V8 de 4 litros de 927HP y 1.278 Nm de torque. Es un bólido en forma de bloque que llega a impresionantes 240kph.,https://www.motor.com.co/actualidad/lanzamientos/mercedes-benz-clase-g63-modificado-poseidon-bestia-1-000hp/34762
,https://www.motor.com.co/actualidad/industria/bmw-blechmann-r-18-elegancia-ayer-hoy/34745
BMW Blechmann R 18: Personalización sobre dos ruedas,https://www.motor.com.co/actualidad/industria/bmw-blechmann-r-18-elegancia-ayer-hoy/34745
"BMW Motorrad y Bernhard Naumann, reputado personalizador austriaco, presentan una increíble versión de la cruiser BMW R 18. Sencillamente original.",https://www.motor.com.co/actualidad/industria/bmw-blechmann-r-18-elegancia-ayer-hoy/34745
,https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gti-clubsport-modificado-yido-performance-colores-son/34755
Volkswagen Golf GTi Clubsport: colores de un aDN deportivo,https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gti-clubsport-modificado-yido-performance-colores-son/34755
Esta modificaciones hechas por la firma alemana Yido Performance le dio 414 caballos de potencia y 615 Nm de torque y mucho color en su carrocería.,https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gti-clubsport-modificado-yido-performance-colores-son/34755
,https://www.motor.com.co/fotos/decore-casa-oficina-boeing/34763
Decore su casa u oficina con Boeing,https://www.motor.com.co/fotos/decore-casa-oficina-boeing/34763
"A través de su tienda oficial, el fabricante tiene un amplio portafolio de artículos basados en partes de aviones. ¿Antojado? Aliste el bolsillo.",https://www.motor.com.co/fotos/decore-casa-oficina-boeing/34763
,https://www.motor.com.co/actualidad/industria/cambiara-carros-particulares-nueva-normalidad/34757
¿Qué cambiará para los carros particulares en la 'nueva normalidad?,https://www.motor.com.co/actualidad/industria/cambiara-carros-particulares-nueva-normalidad/34757
"El uso del carro ya no se deberá hacer bajo restricciones estipuladas durante la cuarentena, no habrá Pico y placa y se debe manejar con tapabocas.",https://www.motor.com.co/actualidad/industria/cambiara-carros-particulares-nueva-normalidad/34757
,https://www.motor.com.co/actualidad/tecnologia/mclaren-lanza-nuevo-chasis-hibridos/34761
McLaren presenta su nuevo chasís para vehículos híbridos,https://www.motor.com.co/actualidad/tecnologia/mclaren-lanza-nuevo-chasis-hibridos/34761
La nueva era de la Sport Series estará montada en este nuevo chasís en fibra de carbono que reemplaza al Monocell que se ha utilizado desde 2011.,https://www.motor.com.co/actualidad/tecnologia/mclaren-lanza-nuevo-chasis-hibridos/34761
,https://www.motor.com.co/actualidad/deportes-a-motor/17-grandes-premios-completo-calendario-f1-2020/34760
Se completó el calendario de la F1 para este año,https://www.motor.com.co/actualidad/deportes-a-motor/17-grandes-premios-completo-calendario-f1-2020/34760
"Se pudieron conformar 17 Grandes Premios de los cuales ya se han corrido 6. Se suman dos carreras en Baréin, una en Turquía y una en Abu Dabi.",https://www.motor.com.co/actualidad/deportes-a-motor/17-grandes-premios-completo-calendario-f1-2020/34760
,https://www.motor.com.co/actualidad/industria/toyota-supra-version-suv/34758
Toyota Supra ahora también en versión SUV,https://www.motor.com.co/actualidad/industria/toyota-supra-version-suv/34758
"Tranquilos, no es cierto: solo se trata de un render del diseñador KDesign AG que combinó el frente del deportivo con la carrocería del Venza.",https://www.motor.com.co/actualidad/industria/toyota-supra-version-suv/34758
,https://www.motor.com.co/actualidad/industria/mercedes-benz-clase-s-2021-motorizaciones/34756
Mercedes-Benz Clase S 2021 tendrá desde 429 caballos de potencia,https://www.motor.com.co/actualidad/industria/mercedes-benz-clase-s-2021-motorizaciones/34756
"La marca reveló las motorizaciones que tendrá la nueva generación de su berlina de lujo, todos con algún sistema de hibridación.",https://www.motor.com.co/actualidad/industria/mercedes-benz-clase-s-2021-motorizaciones/34756
,https://www.motor.com.co/actualidad/industria/transformacion-escarabajo-kart/34754
'la metamorfosis': De Escarabajo a kart,https://www.motor.com.co/actualidad/industria/transformacion-escarabajo-kart/34754
"Los creadores del estudio Aldekas, en México, tomaron una pieza del legendario Volkswagen Beetle para convertirla en un simpático diseño de kart.",https://www.motor.com.co/actualidad/industria/transformacion-escarabajo-kart/34754
,https://www.motor.com.co/actualidad/industria/volkswagen-passat-novena-generacion-sera-modelo-global/34752
Volkswagen Passat volverá a ser un modelo global,https://www.motor.com.co/actualidad/industria/volkswagen-passat-novena-generacion-sera-modelo-global/34752
La novena generación de este sedán se estrenará en 2023 y será fabricado en versiones híbridas en República Checa junto al Skoda Superb.,https://www.motor.com.co/actualidad/industria/volkswagen-passat-novena-generacion-sera-modelo-global/34752
,https://www.motor.com.co/actualidad/industria/kahn-design-revela-lado-oscuro-mercedes-clase-x/34739
Kahn Design. El lado oscuro del Mercedes Clase X,https://www.motor.com.co/actualidad/industria/kahn-design-revela-lado-oscuro-mercedes-clase-x/34739
"El modificador propone un ‘estilo militar’ que expresa con acabados en negro mate, una defensa y rejilla frontal ensanchadas y rines de 22 pulgadas.",https://www.motor.com.co/actualidad/industria/kahn-design-revela-lado-oscuro-mercedes-clase-x/34739
,https://www.motor.com.co/actualidad/industria/mini-descontinuaria-convertible-2024/34750
MINI descontinuaría el convertible y lanzaría dos crossover,https://www.motor.com.co/actualidad/industria/mini-descontinuaria-convertible-2024/34750
La versión descapotable del MINI se despediría en 2024 cuando la generación actual sea reemplazada por la siguiente.,https://www.motor.com.co/actualidad/industria/mini-descontinuaria-convertible-2024/34750
,https://www.motor.com.co/actualidad/tecnologia/android-11-permitira-conexion-inalambrica-android-audo/34751
Android 11 ofrecerá conexión inalámbrica para Android Auto,https://www.motor.com.co/actualidad/tecnologia/android-11-permitira-conexion-inalambrica-android-audo/34751
"El nuevo sistema operativo para móviles llegará en septiembre y se anuncian mejoras, entre ellas la posibilidad de replicar Android Auto sin cable.",https://www.motor.com.co/actualidad/tecnologia/android-11-permitira-conexion-inalambrica-android-audo/34751
,https://www.motor.com.co/actualidad/industria/salvaje-diseno-porsche-taycan-prior-design/34742
Porsche Taycan por Prior Design. En la piel de un salvaje,https://www.motor.com.co/actualidad/industria/salvaje-diseno-porsche-taycan-prior-design/34742
El modificador germano provee para el deportivo eléctrico un kit aerodinámico de carrocería sencillamente electrizante. Descarga de adrenalina.,https://www.motor.com.co/actualidad/industria/salvaje-diseno-porsche-taycan-prior-design/34742
,https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gte-hyracer-hibrido-250hp-pinta-pista/34748
Volkswagen Golf GTE HyRACER: un híbrido con ínfulas deportivas,https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gte-hyracer-hibrido-250hp-pinta-pista/34748
"Tiene cambios estéticos apropiados, una suspensión mejorada y 50 caballos más para un total de 247HP. Mejoras atractivas que hicieron 13 practicantes.",https://www.motor.com.co/actualidad/lanzamientos/volkswagen-golf-gte-hyracer-hibrido-250hp-pinta-pista/34748
,https://www.motor.com.co/actualidad/tecnologia/carros-hibridos-electricos-diferencias-explicacion-definicion/34705
Guía para entender la 'mecanica' de los carros enchufables,https://www.motor.com.co/actualidad/tecnologia/carros-hibridos-electricos-diferencias-explicacion-definicion/34705
"La llegada de motores eléctricos e híbridos nos ha colocado frente a nuevas fichas técnicas, cuyos valores y significados hay que empezar a digerir.",https://www.motor.com.co/actualidad/tecnologia/carros-hibridos-electricos-diferencias-explicacion-definicion/34705
,https://www.motor.com.co/actualidad/industria/porsche-935-pura-fibra-carbono/34729
Este Porsche 935 es una 'pluma' en fibra de carbono,https://www.motor.com.co/actualidad/industria/porsche-935-pura-fibra-carbono/34729
"Basado en el 911 GT2 RS, este 935 pesa 1.380 kilos y reemplazó todos los paneles de su carrocería (acero y aluminio) por piezas en fibra de carbono.",https://www.motor.com.co/actualidad/industria/porsche-935-pura-fibra-carbono/34729
,https://www.motor.com.co/actualidad/industria/colmotores-pide-autorizacion-suspension-operaciones/34743
Colmotores pide autorización de MinTrabajo para suspender ensamble,https://www.motor.com.co/actualidad/industria/colmotores-pide-autorizacion-suspension-operaciones/34743
La noticia se dio a conocer por medio de una carta a los empleados de la compañía y su objetivo es mitigar el impacto económico actual.,https://www.motor.com.co/actualidad/industria/colmotores-pide-autorizacion-suspension-operaciones/34743
,https://www.motor.com.co/actualidad/industria/jaguar-seria-marca-electricos/34734
Jaguar podría convertirse en fabricante de solo vehículos eléctricos,https://www.motor.com.co/actualidad/industria/jaguar-seria-marca-electricos/34734
"El primer modelo en presentarse de esta forma sería el XJ previsto para el próximo año, seguido del reemplazo del XE.",https://www.motor.com.co/actualidad/industria/jaguar-seria-marca-electricos/34734
,https://www.motor.com.co/actualidad/industria/prueba-alce-siguen-fallando/34736
Prueba del Alce: ¿por qué la siguen fallando?,https://www.motor.com.co/actualidad/industria/prueba-alce-siguen-fallando/34736
Varios carros de reciente estreno no han logrado superar esta famosa prueba que revela si el carro puede hacer una maniobra evasiva de forma segura,https://www.motor.com.co/actualidad/industria/prueba-alce-siguen-fallando/34736
,https://www.motor.com.co/actualidad/industria/bmw-m4-m4-gt3-2021-adelanto/34737
BMW adelanta el M4 2021 y su versión GT3,https://www.motor.com.co/actualidad/industria/bmw-m4-m4-gt3-2021-adelanto/34737
"En la cuenta regresiva para su debut oficial, BMW mostró en días pasados un prototipo con poco camuflaje de su próximo deportivo.",https://www.motor.com.co/actualidad/industria/bmw-m4-m4-gt3-2021-adelanto/34737
,https://www.motor.com.co/actualidad/industria/10-anos-llego-ford-fiesta-sexta-generacion-colombia/34735
Hace 10 años llegó el Ford Fiesta de sexta generación A Colombia,https://www.motor.com.co/actualidad/industria/10-anos-llego-ford-fiesta-sexta-generacion-colombia/34735
"Además, en nuestra revisión al pasado, hace 20 años se estrenaba el Chrysler PTCruiser y se promocionaba en EE.UU el avión Gavilán de sello colombiano",https://www.motor.com.co/actualidad/industria/10-anos-llego-ford-fiesta-sexta-generacion-colombia/34735
,https://www.motor.com.co/actualidad/industria/lamborghini-essenza-scv12-presentacion/34713
"Lamborghini Essenza SCV12, Para mirar y no tocar",https://www.motor.com.co/actualidad/industria/lamborghini-essenza-scv12-presentacion/34713
"Los afortunados, escogidos por Lamborghini entre sus clientes más fieles, podrán adquirir uno bajo la advertencia de que no lo podrán llevar a casa.",https://www.motor.com.co/actualidad/industria/lamborghini-essenza-scv12-presentacion/34713
,https://www.motor.com.co/actualidad/industria/mercedes-benz-s600-v12-michael-jordan-subasta/34731
Mercedes-Benz S600 V12 Coupé de Michael Jordan a la venta,https://www.motor.com.co/actualidad/industria/mercedes-benz-s600-v12-michael-jordan-subasta/34731
"En subasta a través de ebay desde la semana pasada y con tres días restantes, la oferta más alta ya supera los 200,000 dólares.",https://www.motor.com.co/actualidad/industria/mercedes-benz-s600-v12-michael-jordan-subasta/34731
,https://www.motor.com.co/actualidad/lanzamientos/toyota-yaris-xs-2020-nuevo-carro-entrada-marca-colombia/34727
"Toyota Yaris XS, el escalón de entrada de la marca",https://www.motor.com.co/actualidad/lanzamientos/toyota-yaris-xs-2020-nuevo-carro-entrada-marca-colombia/34727
"Luego de la edición Sport del Yaris, llega la variante más asequible que tiene un exterior más sencillo pero la misma mecánica. Su precio, gran gancho",https://www.motor.com.co/actualidad/lanzamientos/toyota-yaris-xs-2020-nuevo-carro-entrada-marca-colombia/34727
,https://www.motor.com.co/actualidad/industria/mahindra-thar-2021-baby-wrangler/34724
"Mahindra Thar 2021, la copia ‘baby’ del Wrangler",https://www.motor.com.co/actualidad/industria/mahindra-thar-2021-baby-wrangler/34724
El nuevo Thar recibió una completa renovación que se muestra en dos versiones y un completo equipamiento tecnológico. Muy resistente.,https://www.motor.com.co/actualidad/industria/mahindra-thar-2021-baby-wrangler/34724
